A. W. N. Pugin, 1, ['John Ruskin']
W. G. Collingwood, 1, ['John Ruskin']
E. T. Cook, 1, ['John Ruskin']
Clement Attlee, 1, ['John Ruskin']
Frank Lloyd Wright, 1, ['John Ruskin']
Kate Greenaway, 1, ['John Ruskin']
Louisa, Marchioness of Waterford, 1, ['John Ruskin']
Alexander Robertson MacEwen, 1, ['John Ruskin']
John Lubbock, 1st Baron Avebury, 1, ['John Ruskin']
Pauline Trevelyan, 1, ['John Ruskin']
H. W. Nevinson, 1, ['John Ruskin']
Hilaire Belloc, 1, ['John Ruskin']
Ralph Nicholson Wornum, 1, ['John Ruskin']
Emily Augusta Patmore, 1, ['John Ruskin']
Wilhelm Worringer, 1, ['John Ruskin']
Osborne Gordon, 1, ['John Ruskin']
William Beveridge, 1, ['John Ruskin']
Elizabeth Siddal, 1, ['John Ruskin']
Louis Sullivan, 1, ['John Ruskin']
John Claudius Loudon, 1, ['John Ruskin']
Ezra Pound, 1, ['John Ruskin']
W. J. Linton, 1, ['John Ruskin']
James Franck Bright, 1, ['John Ruskin']
Marianne Moore, 1, ['John Ruskin']
Eric Gill, 1, ['John Ruskin']
Rose La Touche, 1, ['John Ruskin']
Francesca Alexander, 1, ['John Ruskin']
Edward Burne-Jones, 1, ['John Ruskin']
Samuel Prout, 1, ['John Ruskin']
Walter Gropius, 1, ['John Ruskin']
John Simon (pathologist), 1, ['John Ruskin']
Thomas Coglan Horsfall, 1, ['John Ruskin']
Thomas Dale (priest), 1, ['John Ruskin']
Henry Acland, 1, ['John Ruskin']
Copley Fielding, 1, ['John Ruskin']
Edith Wharton, 1, ['John Ruskin']
J. A. Spender, 1, ['John Ruskin']
William Makepeace Thackeray, 1, ['John Ruskin']
John Eagles, 1, ['John Ruskin']
Patrick Geddes, 1, ['John Ruskin']
Cecil Rhodes, 1, ['John Ruskin']
Frederick Hollyer, 1, ['John Ruskin']
Frederick James Furnivall, 1, ['John Ruskin']
John Howard Whitehouse, 1, ['John Ruskin']
Oliver Lodge, 1, ['John Ruskin']
Thomas Cook, 1, ['John Ruskin']
Hubert Llewellyn Smith, 1, ['John Ruskin']
Hardwicke Rawnsley, 1, ['John Ruskin']
William Buckland, 1, ['John Ruskin']
Michael Ernest Sadler, 1, ['John Ruskin']
John Clifford (minister), 1, ['John Hoppus']
Zachary Macaulay, 1, ['John Hoppus']
Thomas Chalmers, 1, ['John Hoppus']
Charles Hay Cameron, 1, ['John Hoppus']
Walter Bagehot, 1, ['John Hoppus']
Richard Holt Hutton, 1, ['John Hoppus']
Lucie, Lady Duff-Gordon, 1, ['John Austin (legal philosopher)']
John Bruce (minister), 1, ['John Abercrombie (physician)']
Thomas Charles Hope, 1, ['John Abercrombie (physician)']
Edward Jenner, 1, ['John Abercrombie (physician)']
John Steell, 1, ['John Abercrombie (physician)']
Samuel Bentham, 1, ['Jeremy Bentham']
Pierre Étienne Louis Dumont, 1, ['Jeremy Bentham']
John Austin (legal philosopher), 1, ['Jeremy Bentham']
John Bowring, 1, ['Jeremy Bentham']
Margaret Gillies, 1, ['Jeremy Bentham']
Henry William Pickersgill, 1, ['Jeremy Bentham']
George Fordyce, 1, ['Jeremy Bentham']
Baron de Montesquieu, 1, ['Jeremy Bentham']
Anthony Bacon (British Army officer), 1, ['Jeremy Bentham']
William Paley, 1, ['Jeremy Bentham']
William Thompson (philosopher), 1, ['Jeremy Bentham']
Thomas Frye, 1, ['Jeremy Bentham']
Patrick Colquhoun, 1, ['Jeremy Bentham']
Henry Thornton (reformer), 1, ['Jeremy Bentham']
Willey Reveley, 1, ['Jeremy Bentham']
Edwin Chadwick, 1, ['Jeremy Bentham']
Julien Offray de La Mettrie, 1, ['Jeremy Bentham']
Honoré Gabriel Riqueti, comte de Mirabeau, 1, ['Jeremy Bentham']
José Cecilio del Valle, 1, ['Jeremy Bentham']
George Spencer, 2nd Earl Spencer, 1, ['Jeremy Bentham']
Robert Peel, 1, ['Jeremy Bentham']
Robert Gouger, 1, ['Jeremy Bentham']
David Dudley Field II, 1, ['Jeremy Bentham']
John Flaxman, 1, ['Jeremy Bentham']
John Neal (writer), 1, ['Jeremy Bentham']
John Lind (barrister), 1, ['Jeremy Bentham']
Charles Grey, 2nd Earl Grey, 1, ['Jeremy Bentham']
Cesare Beccaria, 1, ['Jeremy Bentham']
Thomas Hodgskin, 1, ['Jeremy Bentham']
Henry Addington, 1st Viscount Sidmouth, 1, ['Jeremy Bentham']
John Millar (philosopher), 1, ['James Mylne']
Frances Wright, 1, ['James Mylne']
James McCosh, 1, ['James Mylne']
Max Müller, 1, ['James Mill']
Charles de Villers, 1, ['James Mill']
Sir John Stuart, 4th Baronet, 1, ['James Mill']
Sir William Molesworth, 8th Baronet, 1, ['James Mill']
William Hazlitt, 1, ['James Mill']
William Allen (English Quaker), 1, ['James Mill']
James Mackintosh, 1, ['James Mill']
John McCosh, 1, ['James McCosh']
Charles Hodge, 1, ['James McCosh']
Francis Landey Patton, 1, ['James McCosh']
A. J. McCosh, 1, ['James McCosh']
John Maclean, Jr., 1, ['James McCosh']
Florence Hutchison-Stirling, 1, ['James Hutchison Stirling']
Frederick Copleston, 1, ['James Hutchison Stirling']
Susan Ferrier, 1, ['James Frederick Ferrier']
Edmund Law Lushington, 1, ['James Frederick Ferrier']
Sir Alexander Grant, 10th Baronet, 1, ['James Frederick Ferrier']
Elizabeth Sanderson Haldane, 1, ['James Frederick Ferrier']
James Picton, 1, ['James Allanson Picton']
Peter Alfred Taylor, 1, ['James Allanson Picton']
Adamantios Korais, 1, ['Herbert Spencer']
Friedrich Hayek, 1, ['Herbert Spencer']
John McLure Hamilton, 1, ['Herbert Spencer']
Gustave Le Bon, 1, ['Herbert Spencer']
H.G. Wells, 1, ['Herbert Spencer']
Sir John Lubbock, 1, ['Herbert Spencer']
William Graham Sumner, 1, ['Herbert Spencer']
Arthur Penrhyn Stanley, 1, ['Herbert Spencer']
Bolesław Prus, 1, ['Herbert Spencer']
Vinayak Damodar Savarkar, 1, ['Herbert Spencer']
Richard Austin Freeman, 1, ['Herbert Spencer']
Rudyard Kipling, 1, ['Herbert Spencer']
George Bernard Shaw, 1, ['Herbert Spencer']
Wilhelm von Humboldt, 1, ['Herbert Spencer']
Wilhelm Dilthey, 1, ['Herbert Spencer']
Shyamji Krishna Varma, 1, ['Herbert Spencer']
Friedrich von Schelling, 1, ['Herbert Spencer']
Beatrice Webb, 1, ['Herbert Spencer']
Johann Heinrich Pestalozzi, 1, ['Herbert Spencer']
William George Spencer, 1, ['Herbert Spencer']
Émile Durkheim, 1, ['Herbert Spencer']
Abraham Cahan, 1, ['Herbert Spencer']
Kaneko Kentaro, 1, ['Herbert Spencer']
John Fiske (philosopher), 1, ['Herbert Spencer']
Oliver Wendell Holmes Jr., 1, ['Herbert Spencer']
Josiah Royce, 1, ['Herbert Spencer']
D. H. Lawrence, 1, ['Herbert Spencer']
V. Pareto, 1, ['Herbert Spencer']
Machado de Assis, 1, ['Herbert Spencer']
Talcott Parsons, 1, ['Herbert Spencer']
George Combe, 1, ['Herbert Spencer']
Jean-Baptiste Lamarck, 1, ['Herbert Spencer']
Arnold Bennett, 1, ['Herbert Spencer']
Bal Gangadhar Tilak, 1, ['Herbert Spencer']
Gopal Ganesh Agarkar, 1, ['Herbert Spencer']
Jack London, 1, ['Herbert Spencer']
Tokutomi Soho, 1, ['Herbert Spencer']
Robert Chambers (journalist), 1, ['Herbert Spencer']
Yen Fu, 1, ['Herbert Spencer']
Upton Sinclair, 1, ['Herbert Spencer']
Jean-Baptiste Say, 1, ['Herbert Spencer']
Laplace, 1, ['Herbert Spencer']
Jorge Luis Borges, 1, ['Herbert Spencer']
William Vernon Harcourt (politician), 1, ['Herbert Spencer']
Henri Bergson, 1, ['Herbert Spencer']
Benjamin Constant, 1, ['Herbert Spencer']
John Bagnold Burgess, 1, ['Herbert Spencer']
Benjamin Disraeli, 1, ['Herbert Spencer']
T.H. Green, 1, ['Herbert Spencer']
Lester F. Ward, 1, ['Herbert Spencer']
Auberon Herbert, 1, ['Herbert Spencer']
Anne Clough, 1, ['Henry Sidgwick']
Edward White Benson, 1, ['Henry Sidgwick']
Eleanor Mildred Sidgwick, 1, ['Henry Sidgwick']
Arthur Balfour, 1, ['Henry Sidgwick']
G. E. Moore, 1, ['Henry Sidgwick']
Inglis Palgrave, 1, ['Henry Sidgwick']
Millicent Garrett Fawcett, 1, ['Henry Sidgwick']
Mordecai Kaplan, 1, ['Henry Sidgwick']
Edward Caird, 1, ['Henry Jones (philosopher)']
William Hamilton (metaphysician), 1, ['Henry Calderwood']
John Hutton Balfour, 1, ['Henry Calderwood']
William Leadbetter Calderwood, 1, ['Henry Calderwood']
Helen Taylor (feminist), 1, ['Harriet Taylor Mill']
Margaret Oliphant, 1, ['Harriet Martineau']
Anne Whitney, 1, ['Harriet Martineau']
Harriet Taylor Mill, 1, ['Harriet Martineau']
Charles Lyell, 1, ['Harriet Martineau']
Monckton Milnes, 1, ['Harriet Martineau']
George Holyoake, 1, ['Harriet Martineau']
Thomas Robert Malthus, 1, ['Harriet Martineau']
M. J. B. Baddeley, 1, ['Harriet Martineau']
Florence Nightingale, 1, ['Harriet Martineau']
Richard Evans (portrait painter), 1, ['Harriet Martineau']
Alexander Maconochie (penal reformer), 1, ['Harriet Martineau']
Erasmus Alvey Darwin, 1, ['Harriet Martineau']
Robert Waring Darwin, 1, ['Harriet Martineau']
Toussaint L'Ouverture, 1, ['Harriet Martineau']
Camille Silvy, 1, ['Harriet Martineau']
Thomas Michael Greenhow, 1, ['Harriet Martineau']
Henry Hart Milman, 1, ['Harriet Martineau']
Peter Finch Martineau, 1, ['Harriet Martineau']
Charles Knight (publisher), 1, ['Harriet Martineau']
Frances Lupton, 1, ['Harriet Martineau']
Henry Hallam, 1, ['Harriet Martineau']
30946, 1, ['Harriet Martineau']
Elizabeth Barrett, 1, ['Harriet Martineau']
Hensleigh Wedgwood, 1, ['Harriet Martineau']
Barbara Bodichon, 1, ['Harriet Martineau']
Sydney Smith, 1, ['Harriet Martineau']
Edward Bulwer-Lytton, 1, ['Harriet Martineau']
John Graham-Gilbert, 1, ['George Jardine']
D'Alembert, 1, ['George Jardine']
Alexander Campbell (clergyman), 1, ['George Jardine']
Henry Raeburn, 1, ['George Jardine']
William Charles Macready, 1, ['George Henry Lewes']
Edmund Kean, 1, ['George Henry Lewes']
Wilhelm Max Wundt, 1, ['George Henry Lewes']
Leigh Hunt, 1, ['George Henry Lewes']
Shadworth Hodgson, 1, ['George Henry Lewes']
Criticism of Ellen G. White, 1, ['George Henry Lewes']
Miranda Hill, 1, ['George Henry Lewes']
Katharine Russell, Viscountess Amberley, 1, ['George Eliot']
Richard Congreve, 1, ['George Eliot']
Princess Louise, Duchess of Argyll, 1, ['George Eliot']
Edward Henry Corbould, 1, ['George Eliot']
Anthony Ashley-Cooper, 7th Earl of Shaftesbury, 1, ['George Eliot']
Ludwig Feuerbach, 1, ['George Eliot']
David Strauss, 1, ['George Eliot']
Charles Bray, 1, ['George Eliot']
Mary Franklin, 1, ['George Eliot']
Frederick William Burton, 1, ['George Eliot']
Mary Everest Boole, 1, ['George Boole']
Duncan Farquharson Gregory, 1, ['George Boole']
Edward Bromhead, 1, ['George Boole']
John Kaye (bishop), 1, ['George Boole']
Edmund Larken, 1, ['George Boole']
Charles Anderson-Pelham, 1st Earl of Yarborough, 1, ['George Boole']
William Ernest Johnson, 1, ['George Boole']
Sylvestre François Lacroix, 1, ['George Boole']
Thomas Cooper (poet), 1, ['George Boole']
Gottlob Frege, 1, ['George Boole']
Robert Leslie Ellis, 1, ['George Boole']
Hugh MacColl, 1, ['George Boole']
George Moore (physician), 1, ['G. E. Moore']
W. D. Ross, 1, ['G. E. Moore']
Nicholas Moore, 1, ['G. E. Moore']
Frege, 1, ['G. E. Moore']
Thomas Sturge Moore, 1, ['G. E. Moore']
J. M. E. McTaggart, 1, ['G. E. Moore']
George Stout, 1, ['G. E. Moore']
Richard Boyd, 1, ['G. E. Moore']
R. B. Braithwaite, 1, ['G. E. Moore']
Casimir Lewy, 1, ['G. E. Moore']
A. C. Bradley, 1, ['F. H. Bradley']
C. A. Campbell, 1, ['F. H. Bradley']
Bernard Bosanquet (philosopher), 1, ['F. H. Bradley']
Charles Bradley (preacher), 1, ['F. H. Bradley']
A. J. Ayer, 1, ['F. H. Bradley']
Friedrich Wilhelm Joseph von Schelling, 1, ['F. H. Bradley']
George Herbert Mead, 1, ['F. H. Bradley']
Victoria, Lady Welby, 1, ['F. C. S. Schiller']
Johannes Peter Müller, 1, ['Edmund Montgomery']
Elisabet Ney, 1, ['Edmund Montgomery']
Robert Bunsen, 1, ['Edmund Montgomery']
Ludwig Andreas Feuerbach, 1, ['Edmund Montgomery']
Arthur Schopenhauer, 1, ['Edmund Montgomery']
Jacob Moleschott, 1, ['Edmund Montgomery']
Vanessa Bell, 1, ['Ebenezer Cooke (art education reformer)']
Mordecai Cubitt Cooke, 1, ['Ebenezer Cooke (art education reformer)']
James Sully, 1, ['Ebenezer Cooke (art education reformer)']
Alice Gruner, 1, ['Constance Jones']
J.N. Keynes, 1, ['Constance Jones']
G.F. Stout, 1, ['Constance Jones']
Henry Fawcett, 1, ['Constance Jones']
John Lavery, 1, ['Constance Jones']
Havelock Ellis, 1, ['Caroline Haddon']
George Chrystal, 1, ['Augustus De Morgan']
John Philips Higman, 1, ['Augustus De Morgan']
James Joseph Sylvester, 1, ['Augustus De Morgan']
Campbell De Morgan, 1, ['Augustus De Morgan']
William Crookes, 1, ['Augustus De Morgan']
Thomas Corwin Mendenhall, 1, ['Augustus De Morgan']
Ramchundra, 1, ['Augustus De Morgan']
A Budget of Paradoxes, 1, ['Augustus De Morgan']
Ada Lovelace, 1, ['Augustus De Morgan']
Stephen Joseph Perry, 1, ['Augustus De Morgan']
Henry Peter Brougham, 1st Baron Brougham and Vaux, 1, ['Augustus De Morgan']
Edward Routh, 1, ['Augustus De Morgan']
Mary de Morgan, 1, ['Augustus De Morgan']
William Frend (social reformer), 1, ['Augustus De Morgan']
Frederick Guthrie, 1, ['Augustus De Morgan']
William De Morgan, 1, ['Augustus De Morgan']
D. F. Gregory, 1, ['Augustus De Morgan']
Francis Guthrie, 1, ['Augustus De Morgan']
Sophia Elizabeth Frend, 1, ['Augustus De Morgan']
John Mackarness, 1, ['Aubrey Moore']
William Stubbs, 1, ['Aubrey Moore']
Auberon Herbert, 9th Baron Lucas, 1, ['Auberon Herbert']
Henry John George Herbert, 3rd Earl of Carnarvon, 1, ['Auberon Herbert']
Stafford Northcote, 1st Earl of Iddesleigh, 1, ['Auberon Herbert']
Pierre-Joseph Proudhon, 1, ['Auberon Herbert']
Nan Ino Cooper, 10th Baroness Lucas, 1, ['Auberon Herbert']
Sir Charles Dilke, 2nd Baronet, 1, ['Auberon Herbert']
Joseph Arch, 1, ['Auberon Herbert']
George Cowper, 6th Earl Cowper, 1, ['Auberon Herbert']
Raymond Aron, 1, ['Auberon Herbert']
Francis Cowper, 7th Earl Cowper, 1, ['Auberon Herbert']
John A. Hobson, 1, ['Auberon Herbert']
Friedrich von Hayek, 1, ['Auberon Herbert']
Benjamin Tucker, 1, ['Auberon Herbert']
Victor Yarros, 1, ['Auberon Herbert']
Henry Herbert, 4th Earl of Carnarvon, 1, ['Auberon Herbert']
Charles Bradlaugh, 1, ['Auberon Herbert']
Robert Morehead, 1, ['Archibald Alison (author)']
John Gregory (moralist), 1, ['Archibald Alison (author)']
Sir Archibald Alison, 1st Baronet, 1, ['Archibald Alison (author)']
William Pulteney Alison, 1, ['Archibald Alison (author)']
Randolph Caldecott, 1, ['Alfred Caldecott']
Elizabeth Garrett Anderson, 1, ['Alfred Caldecott']
Louisa Garrett Anderson, 1, ['Alfred Caldecott']
Edmund Martin Geldart, 1, ['Alfred Barratt']
John Wickens, 1, ['Alfred Barratt']
Carveth Read, 1, ['Alfred Barratt']
Horace Davey, Baron Davey, 1, ['Alfred Barratt']
